Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	IP Delay Window(mV/V)	Pint(V)	Pext(V)	T int(°C)	T log(°C)	Latitude	Longitude	
2021-04-23 22:15:50	1102	9202	1	85	0	0	103	0	0	95	0	0	97	0	0	95	0	2.989		199.186	385.07	0.125452	0	0.629821	0.599948	67.8391	1		0.0088623	11.9552	33.8796	0	51.673	4.02811	
2021-04-23 22:09:11	1041	9203	4	68	0	0	122	0	0	92	0	0	98	0	0	95	0	10.238		199.149	534.029	0.0105054	0	0.0527513	0.087239	19.8868	4		0.0088623	11.8844	34.3994	0	51.673	4.0281	
2021-04-23 22:03:32	991	9204	4	66	0	0	138	0	0	90	0	0	96	0	0	97.5	0	11.636		194.026	588.3	0.00531385	0	0.0273874	1.08499	15.2155	1		0.0088623	12.3186	36.2187	0	51.673	4.0281	
2021-04-23 22:09:05	1040	9205	1	80	0	0	140	0	0	110	0	0	116	0	0	111.5	0	11.098		199.139	573.978	0.00641197	0	0.0321985	0.121936	14.5663	1		0.0088623	11.8932	34.3994	0	51.6729	4.0281	
2021-04-23 22:08:11	1032	9206	1	72	0	0	132	0	0	102	0	0	108	0	0	103.5	0	11.098		199.156	542.181	0.00659581	0	0.0331188	0.00103152	14.9826	1		0.0088623	11.9021	34.3994	0	51.673	4.02811	
2021-04-23 22:11:38	1062	9207	3	96	0	0	132	0	0	124	0	0	128	0	0	120	0	2.142		199.178	337.19	0.295022	0	1.4812	0.0313736	71.8858	1		0.0088623	12.3097	34.0096	0	51.673	4.0281	
2021-04-23 22:07:23	1024	9208	3	64	0	0	124	0	0	106	0	0	112	0	0	101.5	0	6.002		199.149	567.053	0.0373367	0	0.187482	0.00286654	38.3034	1		0.0088623	12.3097	34.7893	0	51.673	4.02811	
2021-04-23 22:20:43	1149	9209	1	110	0	0	119	0	0	111	0	0	112	0	0	113	0	0.536		199.192	364.032	2.97546	0	14.9377	0.137059	181.24	1		0.0088623	12.2832	34.1395	0	51.673	4.0281	
2021-04-23 22:06:23	1016	9211	1	72	0	0	138	0	0	102	0	0	108	0	0	105	0	12.558		159.722	593.042	0.00311355	0	0.0194936	0.266215	11.0234	4		0.0088623	11.9996	35.1791	0	51.673	4.02811	
2021-04-23 22:03:10	988	9212	4	64	0	0	136	0	0	88	0	0	94	0	0	95.5	0	11.636		196.441	586.909	0.00522997	0	0.0266236	0.520326	14.7912	2		0.0088623	11.973	36.6085	0	51.673	4.0281	
2021-04-23 22:19:51	1141	9213	2	100	0	0	109	0	0	102	0	0	103	0	0	103.5	0	1.018		172.767	593.113	0.688107	0	3.98287	1.0019	131.382	1		0.0088623	12.292	33.8796	0	51.673	4.0281	
2021-04-23 22:17:19	1117	9214	2	110	0	0	128	0	0	114	0	0	116	0	0	117	0	2.035		199.192	366.573	0.209208	0	1.05028	0.0419617	69.2907	1		0.0088623	11.973	33.8796	0	51.673	4.02811	
2021-04-23 22:04:09	995	9215	3	68	0	0	140	0	0	110	0	0	116	0	0	108.5	0	11.636		175.68	574.313	0.00423202	0	0.0240894	0.0395738	13.3832	2		0.0088623	11.9552	35.9588	0	51.673	4.0281	
2021-04-23 22:11:02	1057	9216	4	84	0	0	138	0	0	108	0	0	114	0	0	111	0	10.238		199.158	514.662	0.00968238	0	0.0486166	0.0971297	18.328	1		0.0088623	11.973	34.1395	0	51.673	4.0281	
2021-04-23 22:08:59	1039	9217	3	80	0	0	140	0	0	98	0	0	104	0	0	105.5	0	8.982		197.999	575.925	0.0160221	0	0.0809201	0.0533273	28.4724	1		0.0088623	11.9021	34.2695	0	51.673	4.0281	
2021-04-23 22:09:59	1048	9218	1	74	0	0	128	0	0	104	0	0	110	0	0	104	0	8.968		196.332	592.475	0.0137048	0	0.0698044	0.0727688	22.5563	1		0.0088623	12.292	34.2695	0	51.673	4.0281	
2021-04-23 22:03:32	991	9219	1	66	0	0	138	0	0	72	0	0	78	0	0	88.5	0	3.166		194.026	588.3	0.160836	0	0.828944	0.798688	61.3848	1		0.0088623	12.3186	36.2187	0	51.673	4.0281	
2021-04-23 22:19:15	1135	9220	2	107	0	0	116	0	0	109	0	0	110	0	0	110.5	0	1.018		199.179	414.114	0.7674	0	3.85281	0.111202	127.092	1		0.0088623	11.8755	34.0096	0	51.673	4.02811	
2021-04-23 22:19:57	1142	9221	1	100	0	0	109	0	0	105	0	0	106	0	0	105	0	1.495		174.264	592.184	0.324479	0	1.862	0.373647	100.279	2		0.0088623	12.2743	33.8796	0	51.673	4.02811	
2021-04-23 22:14:09	1085	9222	2	114	0	0	132	0	0	118	0	0	120	0	0	121	0	2.035		199.182	325.938	0.220236	0	1.1057	0.00565298	72.9468	1		0.0088623	11.9464	33.8796	0	51.673	4.0281	
2021-04-23 22:17:25	1118	9223	2	110	0	0	128	0	0	122	0	0	124	0	0	121	0	2.035		199.183	364.857	0.241829	0	1.21411	0.494911	80.0987	1		0	11.973	33.8796	0	51.673	4.02811	
2021-04-23 22:17:31	1119	9224	1	93	0	0	111	0	0	95	0	0	97	0	0	99	0	1.071		199.189	350.564	0.999413	0	5.0174	0.0245151	121.753	1		0.0088623	12.292	33.7497	0	51.673	4.02811	
2021-04-23 22:06:17	1015	9226	1	72	0	0	138	0	0	78	0	0	84	0	0	93	0	3.177		156.775	587.513	0.131804	0	0.840722	0.360763	62.0109	1		0.0088623	11.9198	34.9192	0	51.673	4.02811	
2021-04-23 22:20:06	1143	9227	2	109	0	0	118	0	0	111	0	0	112	0	0	112.5	0	1.018		199.178	456.311	0.786296	0	3.9477	0.0932072	130.222	1		0.0088623	11.9021	34.0096	0	51.673	4.02811	
2021-04-23 22:14:32	1089	9231	2	116	0	0	134	0	0	120	0	0	122	0	0	123	0	2.035		199.196	294.432	0.211306	0	1.06079	0.0719632	69.9842	1		0.0088623	12.292	33.7497	0	51.673	4.02811	
2021-04-23 22:02:45	985	9232	2	62	0	0	134	0	0	74	0	0	80	0	0	87.5	0	5.854		199.187	432.163	0.0396044	0	0.19883	0.139691	42.1633	1		0.0088623	12.0616	37.2582	0	51.673	4.02809	
